,Name,Ref,Link,Inst,RA,DEC,Distance,z,+dz,-dz,M [M_sun],+dM,-dM,L_bol [erg/s],+dL_bol,-dL_bol,f_Edd,+df_Edd,-df_Edd,M1450,+dM1450,-dM1450,F444W,+dF44W,-dF444W,SFR_CII,+dSFR_CII,-dSFR_CII,SFR_TIR,+dSFR_TIR,-dSFR_TIR,Mstar [M_sun],+dMstar,-dMstar,comment
318,J2033-2738/J308-27/J308.4-27.64,"D'Odorico et al. (2023), Banados et al. (2016), Mazzucchelli et al. (2023)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/1608.03279, https://arxiv.org/pdf/2306.16474",PSO,20:33:55.91,-27:38:54.60,,5.799,0.002,0.002,1.230e9,1.501e8,1.338e8,2.239e47,3.317e46,3.333e46,1.39977,0.268661,0.258053,-26.78,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
319,J1210+0134,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,12:10:49.13,+01:34:26.70,,5.97,,,4.533e7,3.019e6,2.830e6,,,,,,,-22.60,0.07,0.07,,,,,,,,,,,,,mass using formula [1]
320,J0930+0057,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,09:30:00.85,+00:57:38.40,,5.92,,,3.805e8,1.793e7,1.713e7,,,,,,,-24.91,0.05,0.05,,,,,,,,,,,,,mass using formula [1]
321,J1618+5526,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,16:18:19.77,+55:26:54.00,,5.91,,,2.091e8,1.807e7,1.664e7,,,,,,,-24.26,0.09,0.09,,,,,,,,,,,,,mass using formula [1]
322,J1423−0225,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,14:23:07.21,-02:25:19.00,,5.9,,,2.091e8,2.660e7,2.360e7,,,,,,,-24.26,0.13,0.13,,,,,,,,,,,,,mass using formula [1]
323,J0238−0318,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,02:38:58.09,-03:18:45.40,,5.83,,,1.557e8,4.363e6,4.244e6,,,,,,,-23.94,0.03,0.03,,,,,,,,,,,,,mass using formula [1]
324,J1132+0038,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,11:32:18.15,+00:38:00.10,,5.66,,,7.734e7,3.645e6,3.481e6,,,,,,,-23.18,0.05,0.05,,,,,,,,,,,,,mass using formula [1]
325,J1548+0050,Wang et al. (2019),https://iopscience.iop.org/article/10.3847/1538-4357/ab2be5/pdf,DELS,15:48:25.40,+00:50:15.50,,6.15,0.05,0.05,7.318e8,1.320e8,1.118e8,,,,,,,-25.62,0.18,0.18,,,,,,,,,,,,,mass using formula [1]
326,J0843+2911,Wang et al. (2019),https://iopscience.iop.org/article/10.3847/1538-4357/ab2be5/pdf,DELS,08:43:03.76,+29:11:13.40,,6.15,0.03,0.03,8.559e8,1.268e8,1.104e8,,,,,,,-25.79,0.15,0.15,,,,,,,,,,,,,mass using formula [1]
327,J1041+2008,Wang et al. (2019),https://iopscience.iop.org/article/10.3847/1538-4357/ab2be5/pdf,DELS,10:41:19.15,20:08:24.00,,6.12,0.05,0.05,1.118e9,1.192e8,1.077e8,,,,,,,-26.08,0.11,0.11,,,,,,,,,,,,,mass using formula [1]
328,J0918+1940,Wang et al. (2019),https://iopscience.iop.org/article/10.3847/1538-4357/ab2be5/pdf,DELS,09:18:28.65,+19:40:45.00,,5.92,0.05,0.05,9.559e8,1.216e8,1.079e8,,,,,,,-25.91,0.13,0.13,,,,,,,,,,,,,mass using formula [1]
329,J1119+0113,Wang et al. (2019),https://iopscience.iop.org/article/10.3847/1538-4357/ab2be5/pdf,DELS,11:19:21.65,01:13:08.60,,5.78,0.05,0.05,6.989e8,9.618e7,8.455e7,,,,,,,-25.57,0.14,0.14,,,,,,,,,,,,,mass using formula [1]
330,J0858+0000,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,08:58:13.51,+00:00:57.10,,5.99,,,5.351e8,4.951e6,4.905e6,,,,,,,-25.28,0.01,0.01,,,,,,,,,,,,,mass using formula [1]
331,J1422+0011,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,14:22:00.23,+00:11:03.00,,5.89,,,5.400e7,3.596e6,3.372e6,,,,,,,-22.79,0.07,0.07,,,,,,,,,,,,,mass using formula [1]
332,J2231−0035,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,22:31:48.89,-00:35:47.50,,5.87,,,4.835e7,4.665e6,4.254e6,,,,,,,-22.67,0.10,0.10,,,,,,,,,,,,,mass using formula [1]
333,J1550+4318,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,15:50:00.93,+43:18:02.80,,5.84,,,5.760e7,2.162e6,2.083e6,,,,,,,-22.86,0.04,0.04,,,,,,,,,,,,,mass using formula [1]
334,J1414+0130,Matsuoka et al. (2018),https://arxiv.org/pdf/1704.05854,HSC,14:14:39.54,+01:30:36.5,,5.94,,,1.068e8,4.006e6,3.862e6,,,,,,,-23.53,0.04,0.04,,,,,,,,,,,,,mass using formula [1]
335,J0903+0211,Matsuoka et al. (2018),https://arxiv.org/pdf/1704.05854,HSC,09:03:14.68,+02:11:28.3,,5.92,,,7.878e7,5.246e6,4.919e6,,,,,,,-23.20,0.07,0.07,,,,,,,,,,,,,mass using formula [1]
336,J0839+0015,Li et al. (2020),https://iopscience.iop.org/article/10.3847/1538-4357/aba52d,SDSS,08:39:55.36,+00:15:54.2	,,5.84,0.04,0.04,5.976e8,,,,,,,,,-25.4,,,,,,,,,,,,,,,mass using formula [1]
337,J0341-0048/P055−00/J055.4−00.80,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,03:41:41.86,-00:48:12.74,,5.68,,,1.460e9,,,,,,,,,-26.37,,,,,,,,,,,,,,,mass using formula [1]
338,J0901+1615/P135+16/J135.3+16.25,"Banados et al. (2016), Li et al. (2020)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/aba52d",PSO,09:01:32.65,+16:15:06.83,,5.63,0.05,0.05,9.559e8,,,9.615e46,,,,,,-25.91,,,,,,,,,,,,,,,"L_bol from Li et al. (2020), additional information (SFR_IR) here: https://iopscience.iop.org/article/10.3847/1538-4357/aba52d Li et al. (2020)"
339,J1229+0419/P187+04/J187.3+04.32,"Banados et al. (2016), Li et al. (2020)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/aba52d",PSO,12:29:13.21,+04:19:27.75,,5.89,0.02,0.02,7.318e8,,,5.384e46,,,,,,-25.62,,,,,,,,,,,,,,,"L_bol from Li et al. (2020), additional information (SFR_IR) here: https://iopscience.iop.org/article/10.3847/1538-4357/aba52d Li et al. (2020)"
340,J1403-1200/P210−12/J210.8−12.00,"Banados et al. (2016), Li et al. (2020)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/aba52d",PSO,14:03:29.33,-12:00:34.14,,5.84,0.05,0.05,8.798e8,,,7.307e46,,,,,,-25.82,,,,,,,,,,,,,,,"L_bol from Li et al. (2020), additional information (SFR_IR) here: https://iopscience.iop.org/article/10.3847/1538-4357/aba52d Li et al. (2020)"
341,J1420-1602/P215−16/J215.15−16.04,"Banados et al. (2016), Li et al. (2020)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/aba52d",PSO,14:20:36.34,-16:02:30.25,,5.73,0.02,0.02,4.289e9,,,4.154e47,,,,,,-27.54,,,,,,,,,,,,,,,"L_bol from Li et al. (2020), additional information (SFR_IR) here: https://iopscience.iop.org/article/10.3847/1538-4357/aba52d Li et al. (2020)"
342,J1421+2631/P215+26/J215.4+26.53,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,14:21:43.29,+26:31:57.14	,,6.28,,,1.460e9,,,,,,,,,-26.37,,,,,,,,,,,,,,,mass using formula [1]
343,J0328−3253,Venemans et al. (2015),https://academic.oup.com/mnras/article/453/3/2259/1079051,VIK+KiDS,03:28:35.511,-32:53:22.92,,5.86,0.03,0.03,1.805e9,6.773e7,6.528e7,,,,,,,-26.60,0.04,0.04,,,,,,,,,,,,,mass using formula [1]
344,J1306+0359,Eilers et al. (2017),https://iopscience.iop.org/article/10.3847/1538-4357/aa6c60,SDSS,13:06:08.27,+03:59:26.36,,6.016,,,2.190e9,,,,,,,,,-26.81,,,,,,,,,,,,,,,mass using formula [1]
345,J0316−1340,Willott et al. (2010),https://iopscience.iop.org/article/10.1088/0004-6256/139/3/906,CFHQS,03:16:49.87,-13:40:32.30,,5.99,,,2.940e8,,,,,,,,,-24.63,,,,,,,,,,,,,,,mass using formula [1]
346,J1059−0906,Willott et al. (2010),https://iopscience.iop.org/article/10.1088/0004-6256/139/3/906,CFHQS,10:59:28.61,-09:06:20.40,,5.92,,,7.053e8,,,,,,,,,-25.58,,,,,,,,,,,,,,,mass using formula [1]
347,J2242+0334,Willott et al. (2010),https://iopscience.iop.org/article/10.1088/0004-6256/139/3/906,CFHQS,22:42:37.55,+03:34:21.60,,5.88,,,2.016e8,,,,,,,,,-24.22,,,,,,,,,,,,,,,mass using formula [1]
348,J2325+2628,Wang et al. (2016),https://arxiv.org/pdf/1602.04659,SDSS+WISE,23:25:14.24,+26:28:47.60,,5.77,0.05,0.05,2.561e9,,,,,,,,,-26.98,,,,,,,,,,,,,,,mass using formula [1]
349,J0309+2717,"Belladitta et al. (2020), Khusanova et al. (2022)","https://www.aanda.org/articles/aa/pdf/2020/03/aa37395-19.pdf, https://www.aanda.org/articles/aa/full_html/2022/08/aa43660-22/aa43660-22.html#R10",PSO,03:09:47.49,+27:17:57.31,,6.10,0.03,0.03,4.533e8,,,,,,,,,-25.1,,,,,,340–1200,,,340–1200,,,,,,"SFR from Khusanova et al. (2022), mass using formula [1]"
350,J2329-1520/P352–15/J352.4–15.33,Banados et al. (2018),https://iopscience.iop.org/article/10.3847/2041-8213/aac511,PSO,23:29:36.8363,-15:20:14.460,,5.84,0.02,0.02,7.119e8,9.055e7,8.033e7,,,,,,,-25.59,0.13,0.13,,,,,,,,,,,,,mass using formula [1]
351,J0102−0218,Willott et al. (2009),https://iopscience.iop.org/article/10.1088/0004-6256/137/3/3541,CFHQS,01:02:50.64,-02:18:09.90,,5.95,,,2.190e8,,,,,,,,,-24.31,,,,,,,,,,,,,,,mass using formula [1]
352,J0239−0045,Jiang et al. (2016),https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222,SDSS,02:39:30.24,-00:45:05.30,,5.82,,,2.609e8,,,,,,,,,-24.50,,,,,,,,,,,,,,,mass using formula [1]
353,J2053+0047,Jiang et al. (2016),https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222,SDSS,20:53:21.77,+00:47:06.80,,5.92,,,6.798e8,,,,,,,,,-25.54,,,,,,,,,,,,,,,mass using formula [1]
354,J2119−0040,Jiang et al. (2016),https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222,SDSS,21:19:51.89,-00:40:20.10,,5.87,0.03,0.03,3.224e8,,,,,,,,,-24.73,,,,,,,,,,,,,,,mass using formula [1]
355,J2147+0107,Jiang et al. (2016),https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222,SDSS,21:47:55.42,+01:07:55.50,,5.81,,,4.134e8,,,,,,,,,-25.00,,,,,,,,,,,,,,,mass using formula [1]
356,J1429+3304,Cool et al. (2006),https://iopscience.iop.org/article/10.1086/505535/pdf,NDWFS,14:29:37.90,+33:04:16.00,,5.39,,,6.674e8,,,,,,,,,-25.52,,,,,,,,,,,,,,,mass using formula [1]
357,J1427+3522,Cool et al. (2006),https://iopscience.iop.org/article/10.1086/505535/pdf,NDWFS,14:27:29.70,+35:22:09.00,,5.53,,,3.051e8,,,,,,,,,-24.67,,,,,,,,,,,,,,,mass using formula [1]
358,J0019-2417/J004.8–24.29,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,00:19:15.38,-24:17:56.98,,5.68,,,3.254e9,,,,,,,,,-27.24,,,,,,,,,,,,,,,mass using formula [1]
359,J0037-0807/J009.3–08.11,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,00:37:25.76,-08:07:08.46,,5.72,,,1.661e9,,,,,,,,,-26.51,,,,,,,,,,,,,,,mass using formula [1]
360,J0125-2552/J021.4–25.88,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,01:25:41.12,-25:52:56.24,,5.79,,,2.808e9,,,,,,,,,-27.08,,,,,,,,,,,,,,,mass using formula [1]
361,J0240+1732/J040.0+17.54,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,02:40:03.82,+17:32:44.91,,5.68,,,8.718e8,,,,,,,,,-25.81,,,,,,,,,,,,,,,mass using formula [1]
362,J0250-0255/J042.6–02.91,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,02:50:40.58,-02:55:02.82,,5.89,,,1.788e9,,,,,,,,,-26.59,,,,,,,,,,,,,,,mass using formula [1]
363,J0317-2633/J049.2–26.55,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,03:17:10.42,-26:33:15.71,,5.94,,,8.798e8,,,,,,,,,-25.82,,,,,,,,,,,,,,,mass using formula [1]
364,J0335-1547/J053.9–15.79,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,03:35:50.53,-15:47:44.50,,5.87,,,1.307e9,,,,,,,,,-26.25,,,,,,,,,,,,,,,mass using formula [1]
365,J0444-0433/J071.0–04.55,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO, 04:44:07.73,-04:33:33.07,,5.89,,,1.805e9,,,,,,,,,-26.60,,,,,,,,,,,,,,,mass using formula [1]
366,J0445-0219/J071.4–02.33,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,04:45:48.18,-02:19:59.84,,5.69,,,4.250e9,,,,,,,,,-27.53,,,,,,,,,,,,,,,mass using formula [1]
367,J0503-0730/J075.9–07.50,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,05:03:44.56,-07:30:22.07,,5.88,,,1.838e9,,,,,,,,,-26.62,,,,,,,,,,,,,,,mass using formula [1]
368,J0829+0303/J127.2+03.06,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,08:29:07.62,+03:03:56.52,,5.85,,,1.068e9,,,,,,,,,-26.03,,,,,,,,,,,,,,,mass using formula [1]
369,J0903-1350/J135.8–13.83,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,09:03:28.91,-13:50:01.27,,5.91,,,9.129e8,,,,,,,,,-25.86,,,,,,,,,,,,,,,mass using formula [1]
370,J1031-0239/J157.9–02.65,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,10:31:37.69,-02:39:35.67,,5.88,,,1.557e9,,,,,,,,,-26.44,,,,,,,,,,,,,,,mass using formula [1]
371,J1109+5657/J167.4+56.95,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,11:09:53.43,+56:57:07.61,,5.95,,,1.038e9,,,,,,,,,-26.00,,,,,,,,,,,,,,,mass using formula [1]
372,J1128+2653/J172.1+26.88,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,11:28:42.48,+26:53:12.00,,5.77,,,9.559e8,,,,,,,,,-25.91,,,,,,,,,,,,,,,mass using formula [1]
373,J1139-1217/J174.7–12.28,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,11:39:10.09,-12:17:04.38,,5.81,,,1.631e9,,,,,,,,,-26.49,,,,,,,,,,,,,,,mass using formula [1]
374,J1141-2015/J175.4–20.26,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,11:41:38.20,-20:15:55.65,,5.69,,,1.394e9,,,,,,,,,-26.32,,,,,,,,,,,,,,,mass using formula [1]
375,J1148+5253,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,RD,11:48:16.21,+52:53:39.30,,5.70,,,1.979e8,,,,,,,,,-24.20,,,,,,,,,,,,,,,mass using formula [1]
376,J1148+0056,"Banados et al. (2016), Venemans et al. (2015)","https://arxiv.org/pdf/1608.03279, https://academic.oup.com/mnras/article/453/3/2259/1079051",VIK,11:48:33.180,+00:56:42.26,,5.84,0.03,0.03,3.568e8,,,,,,,,,-24.84,,,,,,,,,,,,,,,"coordinates, z from Venemans et al. (2015), mass using formula [1]"
377,J1154-1211/J178.5–12.18,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,11:54:14.26,-12:11:17.48,,5.83,,,1.139e9,,,,,,,,,-26.10,,,,,,,,,,,,,,,mass using formula [1]
378,J1215+0023,"Banados et al. (2016), Venemans et al. (2015)","https://arxiv.org/pdf/1608.03279, https://academic.oup.com/mnras/article/453/3/2259/1079051",VIK,12:15:16.879,+00:23:24.74,,5.93,0.03,0.03,6.257e8,,,,,,,,,-25.45,,,,,,,,,,,,,,,"coordinates, z from Venemans et al. (2015), mass using formula [1]"
379,J1228-0233/J187.1–02.56,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,12:28:25.15,-02:33:39.25,,5.77,,,8.718e8,,,,,,,,,-25.81,,,,,,,,,,,,,,,mass using formula [1]
380,J1256+2532/J194.1+25.54,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,12:56:30.97,+25:32:51.45 ,,5.91,,,8.880e8,,,,,,,,,-25.83,,,,,,,,,,,,,,,mass using formula [1]
381,J1310+2532/J197.7+25.53,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,13:10:52.75,+25:32:06.68,,5.84,,,1.038e9,,,,,,,,,-26.00,,,,,,,,,,,,,,,mass using formula [1]
382,J1327+5732/J201.9+57.54,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,13:27:41.32,+57:32:38.37,,5.74,,,1.087e9,,,,,,,,,-26.05,,,,,,,,,,,,,,,mass using formula [1]
383,J1356-2642/J209.2–26.70,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,13:56:49.41,-26:42:30.23,,5.72,,,3.107e9,,,,,,,,,-27.19,,,,,,,,,,,,,,,mass using formula [1]
384,J1403+0902/J210.8+09.04,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,14:03:19.13,+09:02:50.99,,5.88,,,1.529e9,,,,,,,,,-26.42,,,,,,,,,,,,,,,mass using formula [1]
385,J1409-1559/J212.2–15.98,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,14:09:11.38,-15:59:11.66,,5.83,,,6.200e8,,,,,,,,,-25.44,,,,,,,,,,,,,,,mass using formula [1]
386,J1413-2233/J213.3–22.56,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,14:13:27.12,-22:33:42.25,,5.92,,,2.272e9,,,,,,,,,-26.85,,,,,,,,,,,,,,,mass using formula [1]
387,J1414-1328/J213.7–13.48,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,14:14:55.90,-13:28:49.28,,5.78,,,7.805e8,,,,,,,,,-25.69,,,,,,,,,,,,,,,mass using formula [1]
388,J1543+1700/J235.9+17.00,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,15:43:46.82,+17:00:28.46,,5.82,,,1.692e9,,,,,,,,,-26.53,,,,,,,,,,,,,,,mass using formula [1]
389,J1545+1636/J236.2+16.60,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,15:45:09.90,+16:36:31.91,,5.82,,,9.384e8,,,,,,,,,-25.89,,,,,,,,,,,,,,,mass using formula [1]
390,J1555-0653/J238.8–06.89,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,15:55:24.25,-06:53:51.59,,5.81,,,1.077e9,,,,,,,,,-26.04,,,,,,,,,,,,,,,mass using formula [1]
391,J1620-0011/J245.0–00.19,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,16:20:15.28,-00:11:52.30,,5.68,,,5.302e8,,,,,,,,,-25.27,,,,,,,,,,,,,,,mass using formula [1]
392,J1748+2246/J267.0+22.78,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,17:48:00.51,+22:46:52.36,,5.95,,,7.878e8,,,,,,,,,-25.70,,,,,,,,,,,,,,,mass using formula [1]
393,J2118-1055/J319.6–10.93,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,21:18:24.97,-10:55:57.43,,5.90,,,2.016e9,,,,,,,,,-26.72,,,,,,,,,,,,,,,mass using formula [1]
394,J2123-2421/J320.8–24.36,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,21:23:28.88,-24:21:37.44,,5.73,,,1.272e9,,,,,,,,,-26.22,,,,,,,,,,,,,,,mass using formula [1]
395,J2154-0930/J328.7–09.50,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,21:54:56.16,-09:30:27.46,,5.92,,,1.420e9,,,,,,,,,-26.34,,,,,,,,,,,,,,,mass using formula [1]
396,J2204+0012,"Banados et al. (2016), Kim et al. (2015)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.1088/2041-8205/813/2/L35/pdf",IMS,22:04:17.92,+01:11:44.80,,5.944,0.002,0.002,2.210e8,,,,,,,,,-24.32,,,,,,,,,,,,,,,"z from Kim et al. (2015), mass using formula [1]"
397,J2220–0101,"Banados et al. (2016), McGreer et al. (2013)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.1088/0004-637X/768/2/105",SDSS+UKIDSS,22:20:18.49,-01:01:46.89,,5.62,,,1.020e9,,,,,,,,,-25.98,,,,,,,,,,,,,,,"instrument from McGreer et al. (2013), mass using formula [1]"
398,J2228+0110,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,SDSS,22:28:43.54,+01:10:32.20,,5.95,,,2.706e8,,,,,,,,,-24.54,,,,,,,,,,,,,,,mass using formula [1]
399,J2351+0624/J357.8+06.40,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,23:51:18.96,+06:24:06.92,,5.81,,,5.351e8,,,,,,,,,-25.28,,,,,,,,,,,,,,,mass using formula [1]
400,J0000-0416/P000–04/J000.0–04.27,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,00:00:09.99,-04:16:26.05,,5.77,,,8.962e8,,,,,,,,,-25.84,,,,,,,,,,,,,,,mass using formula [1]
401,J0000-1814/P000–18/J000.0-18.23,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,00:00:19.33,-18:14:09.64,,5.9,,,4.925e8,,,,,,,,,-25.19,,,,,,,,,,,,,,,mass using formula [1]
402,J0006-2840/P001–28/J001.6–28.67,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,00:06:45.36,-28:40:42.05,,5.95,,,7.251e8,,,,,,,,,-25.61,,,,,,,,,,,,,,,mass using formula [1]
403,J0010+0303/P002+03/J002.5+03.06,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,00:10:10.30,+03:03:47.57,,5.64,,,7.663e8,,,,,,,,,-25.67,,,,,,,,,,,,,,,mass using formula [1]
404,J0034+1051/P008+10/J008.6+10.85,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,00:34:26.00,+10:51:06.70,,5.98,,,1.108e9,,,,,,,,,-26.07,,,,,,,,,,,,,,,mass using formula [1]
405,J0108-1159/P017–11/J017.0–11.99,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,01:08:16.60,-11:59:31.00,,5.8,,,9.827e8,,,,,,,,,-25.94,,,,,,,,,,,,,,,mass using formula [1]
406,J0200-1737/P030–17/J030.1–17.62,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,02:00:33.30,-17:37:26.00,,6.09,,,5.760e8,,,,,,,,,-25.36,,,,,,,,,,,,,,,mass using formula [1]
407,J0211-1704/P032–17/J032.9–17.07,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,02:11:40.52,-17:04:28.74,,5.99,,,8.638e8,,,,,,,,,-25.80,,,,,,,,,,,,,,,mass using formula [1]
408,J0224–3435,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,VIK,02:24:56.75,-34:35:23.00,,5.78,,,3.634e8,,,,,,,,,-24.86,,,,,,,,,,,,,,,mass using formula [1]
409,J0232-1834/P038–18/J038.1–18.57,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,02:32:45.94,-18:34:24.61,,5.68,,,1.077e9,,,,,,,,,-26.04,,,,,,,,,,,,,,,mass using formula [1]
410,J0252-0237/P043–02/J043.1–02.62,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,02:52:26.68,-02:37:20.70,,6.17,,,7.805e8,,,,,,,,,-25.69,,,,,,,,,,,,,,,mass using formula [1]
411,J0322-1841/P050–18/J050.5–18.68,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,03:22:14.54,-18:41:17.43,,6.09,,,1.332e9,,,,,,,,,-26.27,,,,,,,,,,,,,,,mass using formula [1]
412,J0450-0753/P072–07/J072.5–07.89,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,04:50:19.81,-07:53:30.59,,5.75,,,7.593e8,,,,,,,,,-25.66,,,,,,,,,,,,,,,mass using formula [1]
413,J0504-1053/P076–10/J076.2–10.88,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,05:04:56.27,-10:53:16.09,,5.93,,,1.171e9,,,,,,,,,-26.13,,,,,,,,,,,,,,,mass using formula [1]
414,J0756+0218/P119+02/J119.0+02.30,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,07:56:22.38,+02:18:20.16,,5.73,,,1.249e9,,,,,,,,,-26.20,,,,,,,,,,,,,,,mass using formula [1]
415,J0816+1259/P124+12/J124.0+12.99,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,08:16:00.79,+12:59:56.31,,5.8,,,7.119e8,,,,,,,,,-25.59,,,,,,,,,,,,,,,mass using formula [1]
416,J0929-1121/P142–11/J127.0+26.56,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,09:29:35.77,-11:21:37.59,,5.61,,,1.029e9,,,,,,,,,-25.99,,,,,,,,,,,,,,,mass using formula [1]
417,J0953+6910/P148+69/J142.3–11.36,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,09:53:55.90,+69:10:52.62,,5.84,,,1.586e9,,,,,,,,,-26.46,,,,,,,,,,,,,,,mass using formula [1]
418,J1007-1611/P151–16/J151.8-16.18,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,10:07:16.49,-16:11:07.94,,5.84,,,4.970e8,,,,,,,,,-25.20,,,,,,,,,,,,,,,mass using formula [1]
419,J1025+3857/P156+38/J156.4+38.95,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,10:25:47.19,+38:57:26.30,,5.75,,,2.130e9,,,,,,,,,-26.78,,,,,,,,,,,,,,,mass using formula [1]
420,J1116+5853/P169+58/J169.1+58.88,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,11:16:33.76,+58:53:22.19,,5.73,,,1.068e9,,,,,,,,,-26.03,,,,,,,,,,,,,,,mass using formula [1]
